Date,AccountCode,AccountName,Type,Amount
2025-05-21,5100,COGS - Shipping,COGS,-807.82
2025-05-21,5200,COGS - Platform Fees,COGS,-766.11
2025-05-22,5000,COGS - Merchandise,COGS,-5199.3
2025-05-22,4000,Revenue,Revenue,9789.03
2025-05-22,5200,COGS - Platform Fees,COGS,-569.06
2025-05-22,5100,COGS - Shipping,COGS,-642.56
2025-05-23,5200,COGS - Platform Fees,COGS,-872.17
2025-05-23,5100,COGS - Shipping,COGS,-804.79
2025-05-23,4000,Revenue,Revenue,13530.83
2025-05-23,5000,COGS - Merchandise,COGS,-7274.93
2025-05-24,4000,Revenue,Revenue,12778.17
2025-05-24,5000,COGS - Merchandise,COGS,-6950.72
2025-05-24,5100,COGS - Shipping,COGS,-776.01
2025-05-24,5200,COGS - Platform Fees,COGS,-765.45
2025-05-25,5000,COGS - Merchandise,COGS,-6851.82
2025-05-25,5100,COGS - Shipping,COGS,-851.63
2025-05-25,5200,COGS - Platform Fees,COGS,-827.8
2025-05-25,4000,Revenue,Revenue,12947.22
2025-05-26,4000,Revenue,Revenue,11942.82
2025-05-26,5000,COGS - Merchandise,COGS,-6145.51
2025-05-26,5100,COGS - Shipping,COGS,-795.35
2025-05-26,5200,COGS - Platform Fees,COGS,-713.63
2025-05-27,5100,COGS - Shipping,COGS,-860.65
2025-05-27,4000,Revenue,Revenue,14723.97
2025-05-27,5200,COGS - Platform Fees,COGS,-937.41
2025-05-27,5000,COGS - Merchandise,COGS,-8022.4
2025-05-28,5200,COGS - Platform Fees,COGS,-608.02
2025-05-28,5000,COGS - Merchandise,COGS,-5144.78
2025-05-28,4000,Revenue,Revenue,9533.38
2025-05-28,5100,COGS - Shipping,COGS,-606.12
2025-05-29,5200,COGS - Platform Fees,COGS,-658.62
2025-05-29,5100,COGS - Shipping,COGS,-607.04
2025-05-29,5000,COGS - Merchandise,COGS,-4978.61
2025-05-29,4000,Revenue,Revenue,9591.56
2025-05-30,5100,COGS - Shipping,COGS,-555.96
2025-05-30,4000,Revenue,Revenue,9797.61
2025-05-30,5000,COGS - Merchandise,COGS,-5381.75
2025-05-30,5200,COGS - Platform Fees,COGS,-669.03
2025-05-31,5200,COGS - Platform Fees,COGS,-721.27
2025-05-31,8000,Taxes - Income/Turnover,Taxes,-26332.47
2025-05-31,4000,Revenue,Revenue,9764.99
2025-05-31,5000,COGS - Merchandise,COGS,-5155.56
2025-05-31,6400,OPEX - Logistics Overhead,OPEX,-1882.53
2025-05-31,6350,OPEX - Tools & SaaS,OPEX,-968.88
2025-05-31,6300,OPEX - Utilities,OPEX,-1130.07
2025-05-31,6200,OPEX - Rent,OPEX,-6386.59
2025-05-31,6100,OPEX - Salaries,OPEX,-36254.23
2025-05-31,6000,OPEX - Advertising,OPEX,-26930.31
2025-05-31,5100,COGS - Shipping,COGS,-601.03
2025-06-01,5200,COGS - Platform Fees,COGS,-824.95
2025-06-01,5100,COGS - Shipping,COGS,-820.65
2025-06-01,4000,Revenue,Revenue,14196.31
2025-06-01,5000,COGS - Merchandise,COGS,-7898.61
2025-06-02,4000,Revenue,Revenue,8619.11
2025-06-02,5000,COGS - Merchandise,COGS,-4622.21
2025-06-02,5100,COGS - Shipping,COGS,-533.61
2025-06-02,5200,COGS - Platform Fees,COGS,-615.36
2025-06-03,4000,Revenue,Revenue,12512.3
2025-06-03,5000,COGS - Merchandise,COGS,-6720.8
2025-06-03,5100,COGS - Shipping,COGS,-715.68
2025-06-03,5200,COGS - Platform Fees,COGS,-740.18
2025-06-04,5200,COGS - Platform Fees,COGS,-1002.98
2025-06-04,5000,COGS - Merchandise,COGS,-8837.77
2025-06-04,4000,Revenue,Revenue,16165.93
2025-06-04,5100,COGS - Shipping,COGS,-923.58
2025-06-05,5000,COGS - Merchandise,COGS,-5459.33
2025-06-05,4000,Revenue,Revenue,10209.96
2025-06-05,5200,COGS - Platform Fees,COGS,-517.37
2025-06-05,5100,COGS - Shipping,COGS,-617.26
2025-06-06,4000,Revenue,Revenue,11558.38
2025-06-06,5000,COGS - Merchandise,COGS,-6059.13
2025-06-06,5100,COGS - Shipping,COGS,-721.84
2025-06-06,5200,COGS - Platform Fees,COGS,-681.78
2025-06-07,4000,Revenue,Revenue,12484.07
2025-06-07,5000,COGS - Merchandise,COGS,-6892.96
2025-06-07,5100,COGS - Shipping,COGS,-736.93
2025-06-07,5200,COGS - Platform Fees,COGS,-837.57
2025-06-08,4000,Revenue,Revenue,15482.6
2025-06-08,5000,COGS - Merchandise,COGS,-8492.85
2025-06-08,5100,COGS - Shipping,COGS,-882.9
2025-06-08,5200,COGS - Platform Fees,COGS,-949.82
2025-06-09,5100,COGS - Shipping,COGS,-708.75
2025-06-09,5200,COGS - Platform Fees,COGS,-693.87
2025-06-09,4000,Revenue,Revenue,10728.74
2025-06-09,5000,COGS - Merchandise,COGS,-5553.72
2025-06-10,4000,Revenue,Revenue,13368.17
2025-06-10,5000,COGS - Merchandise,COGS,-7635.05
2025-06-10,5100,COGS - Shipping,COGS,-723.38
2025-06-10,5200,COGS - Platform Fees,COGS,-830.63
2025-06-11,5200,COGS - Platform Fees,COGS,-615.37
2025-06-11,5100,COGS - Shipping,COGS,-646.41
2025-06-11,4000,Revenue,Revenue,9839.5
2025-06-11,5000,COGS - Merchandise,COGS,-5221.3
2025-06-12,5200,COGS - Platform Fees,COGS,-718.82
2025-06-12,5100,COGS - Shipping,COGS,-677.79
2025-06-12,5000,COGS - Merchandise,COGS,-6100.16
2025-06-12,4000,Revenue,Revenue,11324.9
2025-06-13,5000,COGS - Merchandise,COGS,-6198.47
2025-06-13,4000,Revenue,Revenue,11225.93
2025-06-13,5200,COGS - Platform Fees,COGS,-825.76
2025-06-13,5100,COGS - Shipping,COGS,-641.13
2025-06-14,4000,Revenue,Revenue,12229.8
2025-06-14,5000,COGS - Merchandise,COGS,-6525.4
2025-06-14,5100,COGS - Shipping,COGS,-748.37
2025-06-14,5200,COGS - Platform Fees,COGS,-827.38
2025-06-15,4000,Revenue,Revenue,12368.22
2025-06-15,5000,COGS - Merchandise,COGS,-6869.28
2025-06-15,5100,COGS - Shipping,COGS,-677.85
2025-06-15,5200,COGS - Platform Fees,COGS,-827.39
2025-06-16,5100,COGS - Shipping,COGS,-863.49
2025-06-16,4000,Revenue,Revenue,13793.91
2025-06-16,5000,COGS - Merchandise,COGS,-7580.28
2025-06-16,5200,COGS - Platform Fees,COGS,-806.41
2025-06-17,5200,COGS - Platform Fees,COGS,-724.32
2025-06-17,5000,COGS - Merchandise,COGS,-6170.18
2025-06-17,5100,COGS - Shipping,COGS,-713.41
2025-06-17,4000,Revenue,Revenue,11465.84
2025-06-18,5200,COGS - Platform Fees,COGS,-753.38
2025-06-18,4000,Revenue,Revenue,10638.41
2025-06-18,5000,COGS - Merchandise,COGS,-5551.56
2025-06-18,5100,COGS - Shipping,COGS,-672.9
2025-06-19,5200,COGS - Platform Fees,COGS,-799.33
2025-06-19,5000,COGS - Merchandise,COGS,-6773.81
2025-06-19,5100,COGS - Shipping,COGS,-713.39
2025-06-19,4000,Revenue,Revenue,12372.31
2025-06-20,4000,Revenue,Revenue,13485.37
2025-06-20,5000,COGS - Merchandise,COGS,-7495.97
2025-06-20,5100,COGS - Shipping,COGS,-744.93
2025-06-20,5200,COGS - Platform Fees,COGS,-823.35
2025-06-21,5200,COGS - Platform Fees,COGS,-793.2
2025-06-21,5100,COGS - Shipping,COGS,-727.09
2025-06-21,4000,Revenue,Revenue,12945.48
2025-06-21,5000,COGS - Merchandise,COGS,-7258.41
2025-06-22,4000,Revenue,Revenue,14289.16
2025-06-22,5000,COGS - Merchandise,COGS,-7699.8
2025-06-22,5100,COGS - Shipping,COGS,-812.52
2025-06-22,5200,COGS - Platform Fees,COGS,-899.04
2025-06-23,4000,Revenue,Revenue,11045.14
2025-06-23,5000,COGS - Merchandise,COGS,-5759.69
2025-06-23,5100,COGS - Shipping,COGS,-695.02
2025-06-23,5200,COGS - Platform Fees,COGS,-733.73
2025-06-24,5200,COGS - Platform Fees,COGS,-662.34
2025-06-24,5100,COGS - Shipping,COGS,-651.44
2025-06-24,5000,COGS - Merchandise,COGS,-5880.91
2025-06-24,4000,Revenue,Revenue,10883.47
2025-06-25,4000,Revenue,Revenue,13767.63
2025-06-25,5000,COGS - Merchandise,COGS,-7421.8
2025-06-25,5100,COGS - Shipping,COGS,-821.36
2025-06-25,5200,COGS - Platform Fees,COGS,-848.38
2025-06-26,4000,Revenue,Revenue,13752.61
2025-06-26,5000,COGS - Merchandise,COGS,-7607.28
2025-06-26,5100,COGS - Shipping,COGS,-756.2
2025-06-26,5200,COGS - Platform Fees,COGS,-747.4
2025-06-27,5100,COGS - Shipping,COGS,-700.83
2025-06-27,5200,COGS - Platform Fees,COGS,-702.53
2025-06-27,4000,Revenue,Revenue,11390.14
2025-06-27,5000,COGS - Merchandise,COGS,-6411.93
2025-06-28,4000,Revenue,Revenue,18694.47
2025-06-28,5000,COGS - Merchandise,COGS,-10418.16
2025-06-28,5100,COGS - Shipping,COGS,-964.7
2025-06-28,5200,COGS - Platform Fees,COGS,-1095.1
2025-06-29,4000,Revenue,Revenue,13246.21
2025-06-29,5000,COGS - Merchandise,COGS,-7396.99
2025-06-29,5100,COGS - Shipping,COGS,-712.25
2025-06-29,5200,COGS - Platform Fees,COGS,-726.04
2025-06-30,6200,OPEX - Rent,OPEX,-6271.76
2025-06-30,6350,OPEX - Tools & SaaS,OPEX,-978.24
2025-06-30,6300,OPEX - Utilities,OPEX,-1285.3
2025-06-30,6100,OPEX - Salaries,OPEX,-37888.86
2025-06-30,6000,OPEX - Advertising,OPEX,-36011.08
2025-06-30,6400,OPEX - Logistics Overhead,OPEX,-1836.77
2025-06-30,8000,Taxes - Income/Turnover,Taxes,-28741.5
2025-06-30,4000,Revenue,Revenue,13040.7
2025-06-30,5000,COGS - Merchandise,COGS,-7236.82
2025-06-30,5100,COGS - Shipping,COGS,-745.4
2025-06-30,5200,COGS - Platform Fees,COGS,-866.41
2025-07-01,5100,COGS - Shipping,COGS,-669.85
2025-07-01,5200,COGS - Platform Fees,COGS,-733.71
2025-07-01,4000,Revenue,Revenue,11102.0
2025-07-01,5000,COGS - Merchandise,COGS,-5954.44
2025-07-02,5000,COGS - Merchandise,COGS,-6303.23
2025-07-02,5200,COGS - Platform Fees,COGS,-725.27
2025-07-02,5100,COGS - Shipping,COGS,-748.95
2025-07-02,4000,Revenue,Revenue,11763.76
2025-07-03,5000,COGS - Merchandise,COGS,-6494.27
2025-07-03,4000,Revenue,Revenue,12117.56
2025-07-03,5100,COGS - Shipping,COGS,-751.63
2025-07-03,5200,COGS - Platform Fees,COGS,-779.0
2025-07-04,4000,Revenue,Revenue,12907.01
2025-07-04,5000,COGS - Merchandise,COGS,-6991.82
2025-07-04,5100,COGS - Shipping,COGS,-777.47
2025-07-04,5200,COGS - Platform Fees,COGS,-1014.09
2025-07-05,5200,COGS - Platform Fees,COGS,-998.3
2025-07-05,4000,Revenue,Revenue,14386.99
2025-07-05,5000,COGS - Merchandise,COGS,-8073.72
2025-07-05,5100,COGS - Shipping,COGS,-761.41
2025-07-06,5200,COGS - Platform Fees,COGS,-547.08
2025-07-06,5100,COGS - Shipping,COGS,-667.13
2025-07-06,4000,Revenue,Revenue,9467.48
2025-07-06,5000,COGS - Merchandise,COGS,-4921.01
2025-07-07,5200,COGS - Platform Fees,COGS,-607.45
2025-07-07,4000,Revenue,Revenue,9858.05
2025-07-07,5000,COGS - Merchandise,COGS,-5478.16
2025-07-07,5100,COGS - Shipping,COGS,-583.54
2025-07-08,5100,COGS - Shipping,COGS,-637.27
2025-07-08,5200,COGS - Platform Fees,COGS,-635.65
2025-07-08,5000,COGS - Merchandise,COGS,-5460.31
2025-07-08,4000,Revenue,Revenue,10458.56
2025-07-09,5200,COGS - Platform Fees,COGS,-892.44
2025-07-09,5100,COGS - Shipping,COGS,-791.07
2025-07-09,5000,COGS - Merchandise,COGS,-7042.4
2025-07-09,4000,Revenue,Revenue,13022.6
2025-07-10,5000,COGS - Merchandise,COGS,-4687.33
2025-07-10,5100,COGS - Shipping,COGS,-602.8
2025-07-10,5200,COGS - Platform Fees,COGS,-567.07
2025-07-10,4000,Revenue,Revenue,9141.24
2025-07-11,5200,COGS - Platform Fees,COGS,-722.87
2025-07-11,4000,Revenue,Revenue,12476.76
2025-07-11,5000,COGS - Merchandise,COGS,-7067.45
2025-07-11,5100,COGS - Shipping,COGS,-675.67
2025-07-12,5100,COGS - Shipping,COGS,-795.05
2025-07-12,5000,COGS - Merchandise,COGS,-7618.91
2025-07-12,5200,COGS - Platform Fees,COGS,-791.08
2025-07-12,4000,Revenue,Revenue,13751.64
2025-07-13,4000,Revenue,Revenue,10828.19
2025-07-13,5000,COGS - Merchandise,COGS,-5707.69
2025-07-13,5100,COGS - Shipping,COGS,-713.3
2025-07-13,5200,COGS - Platform Fees,COGS,-609.86
2025-07-14,5100,COGS - Shipping,COGS,-658.14
2025-07-14,5200,COGS - Platform Fees,COGS,-654.94
2025-07-14,4000,Revenue,Revenue,11047.14
2025-07-14,5000,COGS - Merchandise,COGS,-6040.96
2025-07-15,4000,Revenue,Revenue,16244.54
2025-07-15,5000,COGS - Merchandise,COGS,-9022.89
2025-07-15,5100,COGS - Shipping,COGS,-886.05
2025-07-15,5200,COGS - Platform Fees,COGS,-1035.2
2025-07-16,5200,COGS - Platform Fees,COGS,-717.73
2025-07-16,4000,Revenue,Revenue,11869.76
2025-07-16,5000,COGS - Merchandise,COGS,-6580.27
2025-07-16,5100,COGS - Shipping,COGS,-694.31
2025-07-17,4000,Revenue,Revenue,13044.33
2025-07-17,5200,COGS - Platform Fees,COGS,-824.4
2025-07-17,5100,COGS - Shipping,COGS,-793.92
2025-07-17,5000,COGS - Merchandise,COGS,-7095.37
2025-07-18,4000,Revenue,Revenue,12307.74
2025-07-18,5000,COGS - Merchandise,COGS,-6880.28
2025-07-18,5100,COGS - Shipping,COGS,-665.49
2025-07-18,5200,COGS - Platform Fees,COGS,-725.84
2025-07-19,5100,COGS - Shipping,COGS,-770.71
2025-07-19,5200,COGS - Platform Fees,COGS,-843.78
2025-07-19,4000,Revenue,Revenue,12841.98
2025-07-19,5000,COGS - Merchandise,COGS,-7019.25
2025-07-20,4000,Revenue,Revenue,14429.1
2025-07-20,5000,COGS - Merchandise,COGS,-7738.36
2025-07-20,5100,COGS - Shipping,COGS,-818.77
2025-07-20,5200,COGS - Platform Fees,COGS,-908.83
2025-07-21,4000,Revenue,Revenue,11102.21
2025-07-21,5000,COGS - Merchandise,COGS,-6047.63
2025-07-21,5100,COGS - Shipping,COGS,-674.49
2025-07-21,5200,COGS - Platform Fees,COGS,-725.84
2025-07-22,5000,COGS - Merchandise,COGS,-5969.16
2025-07-22,4000,Revenue,Revenue,10875.99
2025-07-22,5100,COGS - Shipping,COGS,-642.7
2025-07-22,5200,COGS - Platform Fees,COGS,-708.29
2025-07-23,5100,COGS - Shipping,COGS,-733.0
2025-07-23,5000,COGS - Merchandise,COGS,-6549.93
2025-07-23,5200,COGS - Platform Fees,COGS,-710.78
2025-07-23,4000,Revenue,Revenue,12247.32
2025-07-24,4000,Revenue,Revenue,13451.16
2025-07-24,5000,COGS - Merchandise,COGS,-7410.92
2025-07-24,5100,COGS - Shipping,COGS,-773.7
2025-07-24,5200,COGS - Platform Fees,COGS,-845.38
2025-07-25,5200,COGS - Platform Fees,COGS,-816.77
2025-07-25,5100,COGS - Shipping,COGS,-715.19
2025-07-25,5000,COGS - Merchandise,COGS,-6982.39
2025-07-25,4000,Revenue,Revenue,12438.94
2025-07-26,4000,Revenue,Revenue,11869.54
2025-07-26,5100,COGS - Shipping,COGS,-709.77
2025-07-26,5200,COGS - Platform Fees,COGS,-778.34
2025-07-26,5000,COGS - Merchandise,COGS,-6488.73
2025-07-27,4000,Revenue,Revenue,13943.4
2025-07-27,5000,COGS - Merchandise,COGS,-7435.93
2025-07-27,5100,COGS - Shipping,COGS,-801.95
2025-07-27,5200,COGS - Platform Fees,COGS,-798.11
2025-07-28,4000,Revenue,Revenue,12732.79
2025-07-28,5000,COGS - Merchandise,COGS,-7088.33
2025-07-28,5100,COGS - Shipping,COGS,-748.52
2025-07-28,5200,COGS - Platform Fees,COGS,-726.07
2025-07-29,5200,COGS - Platform Fees,COGS,-753.22
2025-07-29,4000,Revenue,Revenue,12005.79
2025-07-29,5000,COGS - Merchandise,COGS,-6593.31
2025-07-29,5100,COGS - Shipping,COGS,-686.68
2025-07-30,5200,COGS - Platform Fees,COGS,-711.32
2025-07-30,5100,COGS - Shipping,COGS,-686.14
2025-07-30,4000,Revenue,Revenue,11271.01
2025-07-30,5000,COGS - Merchandise,COGS,-6073.91
2025-07-31,4000,Revenue,Revenue,12871.0
2025-07-31,6200,OPEX - Rent,OPEX,-6513.64
2025-07-31,6300,OPEX - Utilities,OPEX,-1171.02
2025-07-31,6350,OPEX - Tools & SaaS,OPEX,-757.63
2025-07-31,6400,OPEX - Logistics Overhead,OPEX,-1564.73
2025-07-31,6100,OPEX - Salaries,OPEX,-37975.18
2025-07-31,6000,OPEX - Advertising,OPEX,-34325.72
2025-07-31,5200,COGS - Platform Fees,COGS,-774.64
2025-07-31,5100,COGS - Shipping,COGS,-728.02
2025-07-31,5000,COGS - Merchandise,COGS,-7091.94
2025-07-31,8000,Taxes - Income/Turnover,Taxes,-29435.57
2025-08-01,5000,COGS - Merchandise,COGS,-6435.16
2025-08-01,4000,Revenue,Revenue,11866.25
2025-08-01,5100,COGS - Shipping,COGS,-685.26
2025-08-01,5200,COGS - Platform Fees,COGS,-719.05
2025-08-02,5100,COGS - Shipping,COGS,-611.63
2025-08-02,5200,COGS - Platform Fees,COGS,-702.87
2025-08-02,5000,COGS - Merchandise,COGS,-5295.45
2025-08-02,4000,Revenue,Revenue,9839.1
2025-08-03,5200,COGS - Platform Fees,COGS,-839.18
2025-08-03,5100,COGS - Shipping,COGS,-724.85
2025-08-03,4000,Revenue,Revenue,12062.98
2025-08-03,5000,COGS - Merchandise,COGS,-6504.63
2025-08-04,5000,COGS - Merchandise,COGS,-7182.41
2025-08-04,5100,COGS - Shipping,COGS,-769.64
2025-08-04,5200,COGS - Platform Fees,COGS,-795.38
2025-08-04,4000,Revenue,Revenue,13066.14
2025-08-05,5100,COGS - Shipping,COGS,-812.79
2025-08-05,5000,COGS - Merchandise,COGS,-7733.49
2025-08-05,4000,Revenue,Revenue,14085.52
2025-08-05,5200,COGS - Platform Fees,COGS,-889.88
2025-08-06,5100,COGS - Shipping,COGS,-584.21
2025-08-06,5200,COGS - Platform Fees,COGS,-647.08
2025-08-06,5000,COGS - Merchandise,COGS,-6158.52
2025-08-06,4000,Revenue,Revenue,11048.05
2025-08-07,4000,Revenue,Revenue,9983.09
2025-08-07,5000,COGS - Merchandise,COGS,-5156.29
2025-08-07,5100,COGS - Shipping,COGS,-639.1
2025-08-07,5200,COGS - Platform Fees,COGS,-605.14
2025-08-08,4000,Revenue,Revenue,12778.65
2025-08-08,5000,COGS - Merchandise,COGS,-6911.3
2025-08-08,5100,COGS - Shipping,COGS,-729.18
2025-08-08,5200,COGS - Platform Fees,COGS,-842.64
2025-08-09,4000,Revenue,Revenue,10860.24
2025-08-09,5000,COGS - Merchandise,COGS,-5652.38
2025-08-09,5200,COGS - Platform Fees,COGS,-681.97
2025-08-09,5100,COGS - Shipping,COGS,-741.44
2025-08-10,4000,Revenue,Revenue,13167.23
2025-08-10,5000,COGS - Merchandise,COGS,-7319.09
2025-08-10,5100,COGS - Shipping,COGS,-732.23
2025-08-10,5200,COGS - Platform Fees,COGS,-817.99
2025-08-11,5100,COGS - Shipping,COGS,-793.32
2025-08-11,4000,Revenue,Revenue,11862.17
2025-08-11,5000,COGS - Merchandise,COGS,-6129.42
2025-08-11,5200,COGS - Platform Fees,COGS,-774.01
2025-08-12,5000,COGS - Merchandise,COGS,-6867.17
2025-08-12,5100,COGS - Shipping,COGS,-712.54
2025-08-12,5200,COGS - Platform Fees,COGS,-782.0
2025-08-12,4000,Revenue,Revenue,12369.32
2025-08-13,4000,Revenue,Revenue,10548.31
2025-08-13,5000,COGS - Merchandise,COGS,-5509.56
2025-08-13,5100,COGS - Shipping,COGS,-667.55
2025-08-13,5200,COGS - Platform Fees,COGS,-670.19
2025-08-14,4000,Revenue,Revenue,10118.36
2025-08-14,5000,COGS - Merchandise,COGS,-5173.45
2025-08-14,5100,COGS - Shipping,COGS,-637.95
2025-08-14,5200,COGS - Platform Fees,COGS,-603.02
2025-08-15,4000,Revenue,Revenue,9769.39
2025-08-15,5000,COGS - Merchandise,COGS,-5319.44
2025-08-15,5100,COGS - Shipping,COGS,-616.44
2025-08-15,5200,COGS - Platform Fees,COGS,-610.17
2025-08-16,5000,COGS - Merchandise,COGS,-5510.19
2025-08-16,5100,COGS - Shipping,COGS,-647.58
2025-08-16,5200,COGS - Platform Fees,COGS,-694.67
2025-08-16,4000,Revenue,Revenue,10366.73
2025-08-17,4000,Revenue,Revenue,10939.44
2025-08-17,5000,COGS - Merchandise,COGS,-5705.35
2025-08-17,5100,COGS - Shipping,COGS,-647.96
2025-08-17,5200,COGS - Platform Fees,COGS,-662.34
2025-08-18,4000,Revenue,Revenue,11218.2
2025-08-18,5000,COGS - Merchandise,COGS,-6362.67
2025-08-18,5100,COGS - Shipping,COGS,-627.52
2025-08-18,5200,COGS - Platform Fees,COGS,-743.85
2025-08-19,5100,COGS - Shipping,COGS,-780.88
2025-08-19,5200,COGS - Platform Fees,COGS,-928.16
2025-08-19,4000,Revenue,Revenue,14465.85
2025-08-19,5000,COGS - Merchandise,COGS,-8216.82
2025-08-20,5200,COGS - Platform Fees,COGS,-895.56
2025-08-20,5100,COGS - Shipping,COGS,-774.73
2025-08-20,4000,Revenue,Revenue,13450.94
2025-08-20,5000,COGS - Merchandise,COGS,-7337.51
2025-08-21,4000,Revenue,Revenue,13191.18
2025-08-21,5000,COGS - Merchandise,COGS,-7059.57
2025-08-21,5100,COGS - Shipping,COGS,-825.69
2025-08-21,5200,COGS - Platform Fees,COGS,-779.93
2025-08-22,4000,Revenue,Revenue,10712.01
2025-08-22,5000,COGS - Merchandise,COGS,-5936.52
2025-08-22,5100,COGS - Shipping,COGS,-601.67
2025-08-22,5200,COGS - Platform Fees,COGS,-604.65
2025-08-23,5200,COGS - Platform Fees,COGS,-910.49
2025-08-23,5000,COGS - Merchandise,COGS,-7593.39
2025-08-23,4000,Revenue,Revenue,13826.3
2025-08-23,5100,COGS - Shipping,COGS,-792.42
2025-08-24,5100,COGS - Shipping,COGS,-882.09
2025-08-24,4000,Revenue,Revenue,15122.98
2025-08-24,5200,COGS - Platform Fees,COGS,-980.86
2025-08-24,5000,COGS - Merchandise,COGS,-8271.86
2025-08-25,5200,COGS - Platform Fees,COGS,-721.56
2025-08-25,5100,COGS - Shipping,COGS,-740.89
2025-08-25,5000,COGS - Merchandise,COGS,-5862.98
2025-08-25,4000,Revenue,Revenue,11242.53
2025-08-26,5000,COGS - Merchandise,COGS,-5861.04
2025-08-26,4000,Revenue,Revenue,11125.12
2025-08-26,5200,COGS - Platform Fees,COGS,-671.2
2025-08-26,5100,COGS - Shipping,COGS,-693.85
2025-08-27,4000,Revenue,Revenue,10869.94
2025-08-27,5000,COGS - Merchandise,COGS,-5878.1
2025-08-27,5100,COGS - Shipping,COGS,-646.18
2025-08-27,5200,COGS - Platform Fees,COGS,-639.53
2025-08-28,5200,COGS - Platform Fees,COGS,-633.52
2025-08-28,5100,COGS - Shipping,COGS,-584.88
2025-08-28,5000,COGS - Merchandise,COGS,-5143.12
2025-08-28,4000,Revenue,Revenue,9475.24
2025-08-29,4000,Revenue,Revenue,9878.98
2025-08-29,5000,COGS - Merchandise,COGS,-5427.34
2025-08-29,5100,COGS - Shipping,COGS,-619.87
2025-08-29,5200,COGS - Platform Fees,COGS,-629.36
2025-08-30,5200,COGS - Platform Fees,COGS,-980.84
2025-08-30,5100,COGS - Shipping,COGS,-848.98
2025-08-30,4000,Revenue,Revenue,15103.53
2025-08-30,5000,COGS - Merchandise,COGS,-8549.5
2025-08-31,5200,COGS - Platform Fees,COGS,-1029.85
2025-08-31,5100,COGS - Shipping,COGS,-848.53
2025-08-31,5000,COGS - Merchandise,COGS,-7871.33
2025-08-31,4000,Revenue,Revenue,14635.61
2025-08-31,6000,OPEX - Advertising,OPEX,-22606.92
2025-08-31,6200,OPEX - Rent,OPEX,-6388.61
2025-08-31,6300,OPEX - Utilities,OPEX,-1203.43
2025-08-31,6350,OPEX - Tools & SaaS,OPEX,-1022.27
2025-08-31,6400,OPEX - Logistics Overhead,OPEX,-1649.58
2025-08-31,8000,Taxes - Income/Turnover,Taxes,-24607.42
2025-08-31,6100,OPEX - Salaries,OPEX,-38545.64
2025-09-01,5100,COGS - Shipping,COGS,-810.71
2025-09-01,5200,COGS - Platform Fees,COGS,-764.73
2025-09-01,4000,Revenue,Revenue,13771.25
2025-09-01,5000,COGS - Merchandise,COGS,-7737.25
2025-09-02,4000,Revenue,Revenue,8681.03
2025-09-02,5000,COGS - Merchandise,COGS,-4740.36
2025-09-02,5200,COGS - Platform Fees,COGS,-646.37
2025-09-02,5100,COGS - Shipping,COGS,-598.56
2025-09-03,5200,COGS - Platform Fees,COGS,-854.31
2025-09-03,5100,COGS - Shipping,COGS,-706.34
2025-09-03,5000,COGS - Merchandise,COGS,-6809.4
2025-09-03,4000,Revenue,Revenue,12246.77
2025-09-04,4000,Revenue,Revenue,11691.49
2025-09-04,5200,COGS - Platform Fees,COGS,-762.01
2025-09-04,5000,COGS - Merchandise,COGS,-6625.94
2025-09-04,5100,COGS - Shipping,COGS,-618.71
2025-09-05,5000,COGS - Merchandise,COGS,-8421.63
2025-09-05,5100,COGS - Shipping,COGS,-848.78
2025-09-05,5200,COGS - Platform Fees,COGS,-967.27
2025-09-05,4000,Revenue,Revenue,15234.99
2025-09-06,4000,Revenue,Revenue,13181.75
2025-09-06,5000,COGS - Merchandise,COGS,-6845.34
2025-09-06,5100,COGS - Shipping,COGS,-850.95
2025-09-06,5200,COGS - Platform Fees,COGS,-872.41
2025-09-07,4000,Revenue,Revenue,14095.07
2025-09-07,5000,COGS - Merchandise,COGS,-8036.61
2025-09-07,5100,COGS - Shipping,COGS,-727.5
2025-09-07,5200,COGS - Platform Fees,COGS,-892.87
2025-09-08,5000,COGS - Merchandise,COGS,-5394.04
2025-09-08,4000,Revenue,Revenue,10322.92
2025-09-08,5200,COGS - Platform Fees,COGS,-583.82
2025-09-08,5100,COGS - Shipping,COGS,-759.09
2025-09-09,4000,Revenue,Revenue,9092.33
2025-09-09,5000,COGS - Merchandise,COGS,-4927.28
2025-09-09,5100,COGS - Shipping,COGS,-612.6
2025-09-09,5200,COGS - Platform Fees,COGS,-564.19
2025-09-10,4000,Revenue,Revenue,12774.09
2025-09-10,5000,COGS - Merchandise,COGS,-7103.43
2025-09-10,5100,COGS - Shipping,COGS,-743.62
2025-09-10,5200,COGS - Platform Fees,COGS,-665.99
2025-09-11,4000,Revenue,Revenue,9030.42
2025-09-11,5000,COGS - Merchandise,COGS,-4761.81
2025-09-11,5100,COGS - Shipping,COGS,-576.58
2025-09-11,5200,COGS - Platform Fees,COGS,-609.17
2025-09-12,5000,COGS - Merchandise,COGS,-5769.81
2025-09-12,4000,Revenue,Revenue,10436.81
2025-09-12,5100,COGS - Shipping,COGS,-673.38
2025-09-12,5200,COGS - Platform Fees,COGS,-619.86
2025-09-13,5200,COGS - Platform Fees,COGS,-828.23
2025-09-13,4000,Revenue,Revenue,13090.5
2025-09-13,5000,COGS - Merchandise,COGS,-7296.41
2025-09-13,5100,COGS - Shipping,COGS,-717.2
