Date,Type,Category,Amount,EndingCash
2025-09-05,Outflow,Suppliers (COGS+Shipping),-49576.59,263358.52999999997
2025-09-05,Inflow,Sales Payout T+1,2185.9,263358.52999999997
2025-09-06,Inflow,Sales Payout T+7,11298.15,277510.22
2025-09-06,Inflow,Sales Payout T+1,2853.54,277510.22
2025-09-07,Inflow,Sales Payout T+1,2461.87,290856.69999999995
2025-09-07,Inflow,Sales Payout T+7,10884.61,290856.69999999995
2025-09-08,Inflow,Sales Payout T+1,2640.44,303902.36
2025-09-08,Inflow,Sales Payout T+7,10405.22,303902.36
2025-09-09,Inflow,Sales Payout T+1,1947.82,312277.91
2025-09-09,Inflow,Sales Payout T+7,6427.73,312277.91
2025-09-10,Inflow,Sales Payout T+1,1705.63,322260.57999999996
2025-09-10,Inflow,Sales Payout T+7,9113.97,322260.57999999996
2025-09-10,Outflow,OPEX - Tools & SaaS,-836.93,322260.57999999996
2025-09-11,Inflow,Sales Payout T+1,2421.62,333425.77999999997
2025-09-11,Inflow,Sales Payout T+7,8743.58,333425.77999999997
2025-09-12,Outflow,Suppliers (COGS+Shipping),-54378.08,292146.13
2025-09-12,Inflow,Sales Payout T+1,1684.25,292146.13
2025-09-12,Inflow,Sales Payout T+7,11414.18,292146.13
2025-09-13,Inflow,Sales Payout T+1,1963.39,303956.99
2025-09-13,Inflow,Sales Payout T+7,9847.47,303956.99
2025-09-14,Inflow,Sales Payout T+1,2452.45,316971.19999999995
2025-09-14,Inflow,Sales Payout T+7,10561.76,316971.19999999995
2025-09-15,Inflow,Sales Payout T+1,2439.8,288800.42999999993
2025-09-15,Inflow,Sales Payout T+7,7791.28,288800.42999999993
2025-09-15,Outflow,Advertising,-13794.43,288800.42999999993
2025-09-15,Outflow,Taxes,-24607.42,288800.42999999993
2025-09-16,Inflow,Sales Payout T+1,2514.07,298137.00999999995
2025-09-16,Inflow,Sales Payout T+7,6822.51,298137.00999999995
2025-09-17,Inflow,Sales Payout T+7,9686.48,309612.24
2025-09-17,Inflow,Sales Payout T+1,1788.75,309612.24
2025-09-18,Inflow,Sales Payout T+1,2450.15,318799.38999999996
2025-09-18,Inflow,Sales Payout T+7,6737.0,318799.38999999996
2025-09-19,Inflow,Sales Payout T+1,2319.84,281790.04999999993
2025-09-19,Inflow,Sales Payout T+7,7853.56,281790.04999999993
2025-09-19,Outflow,Suppliers (COGS+Shipping),-47182.74,281790.04999999993
2025-09-20,Inflow,Sales Payout T+1,2239.98,292809.05999999994
2025-09-20,Inflow,Sales Payout T+7,9809.82,292809.05999999994
2025-09-20,Outflow,OPEX - Utilities,-1030.79,292809.05999999994
2025-09-21,Inflow,Sales Payout T+1,2570.58,305138.83999999997
2025-09-21,Inflow,Sales Payout T+7,9759.2,305138.83999999997
2025-09-22,Inflow,Sales Payout T+7,10056.29,317324.99999999994
2025-09-22,Inflow,Sales Payout T+1,2129.87,317324.99999999994
2025-09-23,Inflow,Sales Payout T+7,7155.02,327112.23999999993
2025-09-23,Inflow,Sales Payout T+1,2632.22,327112.23999999993
2025-09-24,Inflow,Sales Payout T+1,1731.66,338644.51999999996
2025-09-24,Inflow,Sales Payout T+7,9800.62,338644.51999999996
2025-09-25,Inflow,Sales Payout T+1,2369.98,348697.14999999997
2025-09-25,Inflow,Sales Payout T+7,9279.38,348697.14999999997
2025-09-25,Outflow,OPEX - Logistics Overhead,-1596.73,348697.14999999997
2025-09-26,Inflow,Sales Payout T+1,2566.99,308707.55999999994
2025-09-26,Inflow,Sales Payout T+7,8959.91,308707.55999999994
2025-09-26,Outflow,Suppliers (COGS+Shipping),-51516.49,308707.55999999994
2025-09-27,Inflow,Sales Payout T+1,3098.75,322088.61
2025-09-27,Inflow,Sales Payout T+7,10282.3,322088.61
2025-09-28,Inflow,Sales Payout T+1,2311.02,332919.11
2025-09-28,Inflow,Sales Payout T+7,8519.48,332919.11
2025-09-29,Inflow,Sales Payout T+1,1389.32,344837.31
2025-09-29,Inflow,Sales Payout T+7,10528.88,344837.31
2025-09-30,Inflow,Sales Payout T+7,6926.62,340410.77999999997
2025-09-30,Inflow,Sales Payout T+1,2441.28,340410.77999999997
2025-09-30,Outflow,Advertising,-13794.43,340410.77999999997
